14	那是一只有恶意的兔子。	That was an evil bunny.
17	我不知道我有没有时间。	I don't know if I have the time.
27	我会尽量不打扰你复习。	I will try not to interrupt you while you are studying.
37	我从来没喜欢过生物学。	I never liked biology.
39	大部份的人觉得我疯了。	Most people think I'm crazy.
47	如果我可以像那样的话...	If I could be like that...
61	不要再把我当成“正常”人！	Stop seeing me as a "normal" person!
62	所有被发明的都是真的。	All that which is invented, is true.
64	宇宙毫无疑问是无限的。	There's no doubt that the universe is infinite.
66	然而，相反的理论往往也是真的。	And yet, the contrary is always true as well.
70	从来就没有徒劳的爱情。	Love is never wasted.
72	没有欲望就等于拥有。	Not wanting is the same as having.
7166	我已经看过这部电影了。	I have seen the film before.
136238	我收到了请帖。	I received an invitation.
332420	我收到了一张请帖。	I received an invitation.
332428	在英国的时候，我经常看参考书。	While in England I often consulted the guidebook.
332429	我弟弟会经常彻夜不睡。	My brother will often sit up all night.
332430	你不得不制造一些借口。	You'll have to manufacture some kind of excuse.
332438	请把它充入我的账户。	Please add it to my account.
332441	他们是热爱和平的人。	They are peace-loving people.
332450	我是网球俱乐部的会员。	I belong to a tennis club.
332452	据说山上的天气变化很快。	It is said that the weather on the mountain changes easily.
332466	我觉得这个网站的概念非常好。	I really like the concept of this website.
332472	等她回来的时候问问她。	Ask her when she comes back.
332485	温度计往往低于零度。	Thermometers often go below zero.
332486	要完成实验，三个月太短了。	Three months is too short a time to finish the experiment.
332499	他的医生建议他戒烟。	His doctor advised him to quit smoking.
332513	他寻找一切可能的逃生途径。	He looked for every possible means of escape.
332524	外交谈判帮助结束了冲突。	Diplomatic dialogue helped put an end to the conflict.
332536	让我们来澄清一下这个问题。	Let's clear up this problem.
332541	照这样的情况，很抱歉，我不能接受你的盛情邀请。	As such is the case, I am sorry I can't accept your kind invitation.
332544	老师给我们布置了家庭作业。	The teacher gave us homework.
332548	你走了，我们都会想你的。	We shall all miss you when you go away.
332552	由于火车延误，我迟到了。	I was late as a result of the train delay.
332554	这种款式的帽子现在很流行。	This style of hat is now in fashion.
332561	我无法相信自己的眼睛。	I can't believe my eyes.
332563	你考虑周到，没有打扰我们。	You were considerate not to disturb us.
332570	他的努力没有成果。	Nothing has resulted from his efforts.
332582	请帮我找一下我的钱包。	Please find me my wallet.
332587	这本书有精美的插图。	This book is beautifully illustrated.
332588	她和她妹妹一样亲切。	She is no less kind than her sister is.
332594	他给我讲述了他的一生。	He told me the story of his life.
332595	事故耽误了我们半小时。	An accident delayed us for half an hour.
332596	这种秘密总有一天会被揭露的。	Such secrets are always eventually revealed.
332612	诚信是一种重要的美德。	Honesty is a capital virtue.
332613	鲍勃第一个到达终点线。	Bob reached the finish line first.
332617	她不喜欢我说话的方式。	She doesn't like the way I speak.
332618	他请求她给予优待。	He asked her to give him preferential treatment.
332619	能不能请你把盐递给我？	Could you pass me the salt, please?
332632	我听到这个消息很吃惊。	I was surprised at the news.
332633	她一直和她的兄弟争吵。	She was always quarreling with her brothers.
332640	月球是地球唯一的卫星。	The moon is the earth's only satellite.
332654	写下你名字的大写字母。	Write your name in capital letters.
332656	我对外籍员工没有偏见。	I don't have a prejudice against foreign workers.
332666	所有迹象表明她好起来了。	All the signs are that she is getting better.
332668	建筑物在地震中摇晃。	The buildings shook in the earthquake.
332673	谁来为风险投资提供资金？	Who will provide capital for the venture?
332676	他的政权必定会崩溃。	His regime is bound to collapse.
332677	小偷迅速地窜入了人群。	The thief whipped out into the crowd.
332683	接受对方的准则就是给予他权力。	Accepting the other's norms is submitting to the other's power.
332690	孩子们应该每天喝牛奶。	Children should drink milk every day.
332695	除非雨停了，我们才会出去。	We won't go out unless it stops raining.
332700	我已经受够了这个计划。	I've had enough of this program.
332702	我发现他在花园里干活。	I found him working in the garden.
332703	毕加索是个有名的艺术家。	Picasso is a famous artist.
332708	生活很困难，但我更坚强。	Life is hard, but I am harder.
332710	这一消息证实了我的怀疑。	The news confirmed my suspicions.
332735	这些食物看起来很好吃。	The food looks very delicious.
332752	我买了一盏古老的灯。	I bought an ancient lamp.
332765	他简单地阐述了他的理由。	He gave his reasons in brief.
332774	这房子里似乎在办派对。	There appears to be a party in that house.
332777	我们必须保持家庭传统。	We must keep up the family traditions.
332779	一个神圣的仪式在庄严的庙宇中举行。	A sacred ritual took place in the magnificent temple.
332785	天冷得足以让湖结冰。	The weather was so cold that the lake froze over.
332789	今晚我将在朋友家过夜。	I will put up at my friend's tonight.
332795	你会发现难以满足她。	You'll find it difficult to meet her requirements.
332797	我尊敬长辈。	I respect elderly people.
332799	他们的合同在这个月底到期。	Their contract is to run out at the end of this month.
332813	她没有辜负我们的期望。	She lived up to our expectations.
332828	她原谅了男孩的粗鲁。	She forgave the boy for his rudeness.
332832	你会代替我去派对吗？	Will you go to the party instead of me?
332842	一些人通过阅读来放松。	Some people relax by reading.
332844	有了坚定的目标，你会做得很好。	With a firm goal in mind, you will do well.
332850	我小时候常常独自玩耍。	I used to play alone when I was a child.
332851	这是去牛津大学的车吗？	Is this the bus to Oxford?
332853	你觉得这件毛衣怎么样？	What do you think of this sweater?
332859	在这儿等到他回来为止。	Wait here till he comes back.
332864	爸爸今天很不耐烦。	Dad's in an impatient mood today.
332868	听到这个让我感觉热血沸腾。	It made my blood boil to hear that.
332869	许多人在工业城市工作。	Many people work in industrial towns.
332880	要掌握法语一点都不容易。	It's not easy to master French at all.
332891	她给客人看了她的宝宝。	She showed the visitor her baby.
332900	你的学校在这个城市吗？	Is your school in this town?
332905	她现在正待在她叔叔家。	She is now staying at her uncle's house.
332907	我身负一个重要的任务。	I am charged with an important mission.
332909	好习惯是从小养成的。	Good habits should be cultivated in childhood.
332912	我开门的时候弄坏了锁。	In opening the door, I broke the lock.
332919	国际货币基金组织不考虑再借款给该国。	The IMF ruled out any new loans to that country.
332924	你乘飞机还是乘火车去？	Are you going by air or by train?
332929	奈良是个非常古老的城市。	Nara is a very old city.
332931	她认为计划很好，但不可行。	She thought the plan was fine but impractical.
332932	我们为表演者鼓掌。	We gave the performer a round of applause.
332940	他的故事一部分是真的。	Part of his story is true.
332942	史密斯夫妇现在分居了。	Mr. and Mrs. Smith live apart from each other now.
332946	他受邀做俱乐部的主席。	He was invited to be the chairman of the club.
332947	知足常乐。	Happy is the man who is contented.
332968	控制一个班级需要你做老师的所有技能。	To control a class calls for all your skills as a teacher.
332983	他一直很担心他的女儿。	He's always worrying about his daughter.
332988	我很钦佩他的才干。	I feel admiration for his talent.
332994	退休后他的收入少了一半。	His income was diminished by half after retirement.
332997	她太放任她的孩子们了。	She lets her children have their own way too much.
332999	年轻人应该尊敬老人。	The young should respect the old.
333000	他不打算买一个摄像机。	He isn't going to buy a camera.
333001	他在城市里一直受到噪音或者其他的干扰。	He was always annoyed in the city by noises of one sort or another.
333002	他们的旅行因为火车延期了。	Their journey was delayed because of the train.
333007	我头撞到了门，肿了一块。	I bumped my head against the door and got a lump.
333010	我们在下个加油站停一下。	Let's stop at the next gas station.
333013	舞台上有着名音乐家吗？	Are there any famous musicians on the stage?
333030	火车因大雪被耽搁了。	The train was delayed because of heavy snowfall.
333042	这辆车保养起来很贵。	It is expensive running this car.
333102	没有水，我们无法生存。	Without water, we cannot exist.
333114	所有苹果树都被砍倒了。	All the apple trees were cut down.
333125	大好的前途摆在他面前。	A brilliant future lay before him.
333126	这个房间里有个电视机。	There is a television in this room.
333146	花园被木栅栏围了起来。	The garden was surrounded by a wooden fence.
333147	这将是你最后一次被欺骗了。	This will be the last time you're deceived.
333152	字典上写的不总是对的。	What a dictionary says is not always right.
333172	她非常周到和耐心。	She is very thoughtful and patient.
333182	她忙着编织。	She was busy with her knitting.
333186	我妹妹嫁给了一个医生。	My sister married a doctor.
333194	他半夜打了个电话给我。	He gave me a ring at midnight.
333195	他的性情古怪。	He's a strange character.
333199	他们有他们自己的文化。	They had a culture of their own.
333200	凡人皆有得意时。	Every dog has his day.
333212	水沸腾后变为蒸汽。	Water turns into steam when it is boiled.
333214	我听到这个消息很惊讶。	I was very surprised to hear the news.
333217	这些天我的视力正在变差。	My vision is getting worse these days.
333226	想吃多少饼干就吃多少。	Take as many cookies as you want.
333227	狗的嗅觉灵敏。	Dogs have a keen sense of smell.
333234	一个丑男人敲了我的门。	An ugly man knocked on my door.
333239	万一你生病了，吃这个药。	Take this medicine in case you get sick.
333278	他们一直爬到悬崖顶上。	They climbed to the top of a cliff.
333296	我能用一下你的字典吗？	Can I use your dictionary for a minute?
333303	我尽量留着胃吃甜点。	I'm trying to save room for dessert.
333311	我们走开的时候，房子被盗窃了。	Our house was robbed while we were away.
333312	音乐是人类共通的语言。	Music is a common speech for humanity.
333313	他们就快从香港抵达了。	They are arriving here soon from Hong Kong.
333331	他怎么敢拆我的信！	How dare he open my letters!
333335	尽量试着用好你的时间。	Try to make the most of your time.
333362	东京是一个很大的城市。	Tokyo is a big city.
333374	番茄容易遭受很多病害。	The tomato is subject to a number of diseases.
333382	你昨天早上在打网球吗？	Were you playing tennis yesterday morning?
333383	我能用一下你的铅笔吗？	Can I borrow your pencil for a bit?
333390	我听了，但什么也没听到。	I listened, but I didn't hear anything.
333432	学生不该忽略自己的身份。	A student should not lose sight of his own identity.
333436	这本书谁想要就给谁吧。	Let's give the book to whoever wants it.
333468	他英勇的行为带给了他光荣。	His acts of courage brought him glory.
333469	她不但漂亮，而且聪明。	She is as clever as she is beautiful.
333497	我听说他打麻将很厉害。	I hear he is good at mahjong.
333503	她坚持认为那是我的错。	She insisted that it was my fault.
333507	你必须从失败中吸取教训。	You must learn from mistakes.
333509	睡过头不是迟到的理由。	Over-sleeping is no excuse for being late.
333510	我也听过一个类似的故事。	I also heard a similar story.
333532	他年轻的时候穷困潦倒。	He was terribly poor when he was young.
333537	总统拒绝回答那个问题。	The president refused to respond to that question.
333542	我希望将来成为一名牙医。	I wish to become a dentist in the future.
333565	他听到消息后失去了理智。	He went mad when he heard the story.
333569	好的，但我们先吃晚饭吧。	Sure, but let's eat dinner first.
333584	在这个城市，白人和黑人间的争端愈演愈烈。	The conflict between blacks and whites in the city became worse.
333587	这个国家的政府压迫人民。	The government of this country oppresses its people.
333588	我们去年遇到了赤字。	We went into the red last year.
333590	观察鸟类是个很好的业余爱好。	Bird watching is a nice hobby.
333593	谁的老师是从英国来的?	Whose teacher is coming from the United Kingdom?
333615	他说的词典图书馆没有.	The dictionary he talked about isn't available in the library.
333632	你有几个姐姐,几个哥哥?	How many sisters and brothers do you have?
333660	不要隐瞒你对此的想法。	Don't conceal what you feel about it.
333661	她对谁都很和蔼可亲。	She is gracious to everyone.
333663	我已经吃饱了，谢谢。	I'm already full, thank you.
333672	让我来给你举个例子吧。	Let me give you an example.
333675	他在他班里学习最努力。	He works hardest in his class.
333676	谁都知道知足常乐。	Everybody knows that happiness is in contentment.
333705	全班同学每周出席一次。	The whole class is present once a week.
333709	她养各种不同的宠物。	She kept various kinds of pets.
333710	不要再让这种事发生了！	Don't let that happen again!
333713	他跟她说这样的话真是太残忍了。	It is cruel of him to say such things to her.
333751	那条新裙子让她很满意。	She was satisfied with the new dress.
333752	是谁教她怎么说英语的？	Who taught her how to speak English?
333763	摄像机对我而言是必需品。	The camera was essential for me.
333766	你今天早上喂过狗了吗？	Did you feed the dog this morning?
333774	达芬奇比别人高瞻远瞩。	Da Vinci could see farther than others.
333775	我们每周在这儿聚一次。	We gather here once a week.
333781	我在洗澡的时候，电话响了。	The phone rang while I was taking a shower.
333785	她开始对生态学感兴趣，是受到他的影响。	It was through his influence that she became interested in ecology.
333786	无可否认她非常有能力。	There is no denying that she is very efficient.
333799	把你的课本翻到第十页。	And open your textbook at page ten.
333820	披头士的发型引起了轰动。	The hair style of the Beatles created a sensation.
333834	节日和考试碰巧在同一天。	The date of the festival coincides with that of the exam.
333841	你尤其不该空腹喝酒。	You should especially not drink on an empty stomach.
333844	首先，我要听听双方的意见。	First, I should hear both sides.
333846	你回来之前我已经走了。	I had already left before you returned.
333856	我父亲一直很冷静。	My father is always cool.
333859	他喜欢打猎。	He likes hunting.
333917	该事件播下了战争的种子。	The incident sowed the seeds of the war.
333944	是在这点上我们的意见有分歧。	It is on this point that our opinions differ.
333947	金窝银窝不如自己的狗窝。	Be it ever so humble, there's no place like home.
333966	爱尔兰和英格兰被海分割。	A sea separates Ireland and England.
333972	他又高又胖，还总是很忙。	He is tall, fat and always busy.
333977	你能告诉我这是什么吗？	Can you tell me what this is?
333998	那个男孩否认偷了自行车。	The boy denied having stolen the bicycle.
334033	整个国家被大雪复盖了。	The whole country was covered in snow.
334052	他好心地把我送到医院。	He was kind enough to take me to the hospital.
334064	有些植物无法适应寒冷。	Some plants cannot adapt themselves to the cold.
334067	你认为他适合这个职位吗？	Do you think he is good for the position?
334069	不要哭得像个孩子似的。	Don't cry like a child!
334074	走着去火车站要多久？	How long does it take to walk to the station?
334082	她喜欢为她的家人做饭。	She likes cooking for her family.
334097	我想知道这句话的意思。	I wonder what this phrase means.
334102	水结冰后成为固体。	Water becomes solid when it freezes.
334104	我叔叔给了我一份礼物。	My uncle gave me a present.
334122	谁是你最喜爱的电视明星？	Who's your favourite TV star?
334130	英国首都伦敦在泰晤士河畔。	London, the capital of England, is on the Thames.
334155	我认为考试破坏教育。	I think exams ruin education.
334159	没有什么是不劳而获的。	Nothing is achieved without effort.
334160	没有你我无法做到，谢谢。	I couldn't have done it without you. Thank you.
334174	据说《哈姆雷特》是写出来的最有意思的剧本。	It is said that "Hamlet" is the most interesting play ever written.
334205	自我怀疑是聪明的第一标志。	To have doubts about oneself is the first sign of intelligence.
334208	许多房屋被洪水冲走了。	A lot of houses were washed away by the flood.
334209	他不是歌手，但是个演员。	He is not a singer, but an actor.
334211	你喜欢棒球到什么程度？	To what degree are you interested in baseball?
334228	我爸爸年轻的时候一定很英俊。	My father must have been handsome in his youth.
334238	我爸爸会在这周末回家。	My father will come home at the end of this week.
334239	我父亲是一名外科专家。	My father is an expert surgeon.
334240	爸爸出去了，但妈妈在家。	Father is out, but Mother is at home.
334243	我爸爸经常去美国出差。	My father often goes to America on business.
334254	玛丽不穷，相反，她相当富裕。	Mary is not poor. On the contrary, she is quite rich.
334255	虽然他很有钱，但他不幸福。	Even though he has a lot of money, he's not happy.
334260	他考试拿了满分是真的。	It is true that he got full marks on the test.
334280	他曾经被授予金牌。	He's been awarded a gold medal once.
334283	他的容貌改变了许多。	He's changed a lot in his looks.
334298	很快，城市就被士兵占领了。	The city was soon occupied by the soldiers.
334304	你的新电脑运行得好吗？	Does your new computer run well?
334320	消息一点一点地传开了。	The news spread little by little.
334328	当它运转了，他们才看起来放心了。	They looked relieved only when it was in motion.
334333	人们说爱情是盲目的。	They say love is blind.
334378	这里的夏天很潮湿，另外，冬天很干燥。	It gets very humid here in the summer. In the winter, on the other hand, it gets very dry.
334379	她拒绝了我的资助。	She turned down the subsidy that I offered.
334402	我们刚好有时间吃早饭。	We just have enough time to eat breakfast.
334419	他们惊得目瞪口呆。	They were left speechless.
334430	你真走运，因为他没咬你。	You're lucky because he didn't bite you.
334432	从马德里来的人都很怪。	People from Madrid are weird.
334450	德国人很狡猾。	The Germans are very crafty.
334451	把扑克牌放在橡木桌上。	Place the deck of cards on the oaken table.
334454	黑麦被称为贫穷的谷物。	Rye was called the grain of poverty.
334477	“这正是我在找的。”他喊道。	"This is what I was looking for!" he exclaimed.
334494	“滚石不生苔”是一句谚语。	"A rolling stone gathers no moss" is a proverb.
334497	我从没见过那么大的西瓜！	I've never seen such a giant watermelon!
334530	昨晚我的自行车被偷了。	I had my bicycle stolen last night.
334540	这个消息让她很伤心。	The news made her sad.
334546	我从来没感觉那么好过。	Never have I felt better.
334554	我做事该果断。	I should stop procrastinating.
334577	他以优异的成绩毕业于剑桥大学。	He graduated from Cambridge with honors.
334579	他来这里的目的是什么？	For what purpose did he come here?
334581	你已经去过夏威夷了吗？	Have you ever been to Hawaii?
334595	你会去访问其他国家吗？	Are you going to visit any other countries?
334596	我爱的那个男孩不爱我。	The boy I love doesn't love me.
334598	她在睡眠中安详地去世了。	She passed away peacefully in her sleep.
334607	邻居看见信箱不是空的。	The neighbours see that the mailbox hasn't been emptied.
334614	“酒水免费吗？”“仅女士而已。”	"Are the drinks free?" "Only for ladies."
334615	我老板把艰巨的任务指派给了我。	My boss assigned the hard job to me.
334619	这鸟你们用英语怎么称呼？	What do you call this bird in English?
334648	我希望我们能保持联系。	I hope we stay in touch.
334661	我爸爸已经戒烟戒酒了。	My father has already given up smoking and drinking.
334667	英语不容易，但很有意思。	English is not easy, but it is interesting.
334680	你不能喝海水，因为它太咸了。	You can't drink seawater because it is too salty.
334691	吸烟影响了他的肺部。	Smoking has affected his lungs.
334695	他看见色彩鲜艳的鸟、花朵和树叶。	He saw brightly-colored birds, flowers and leaves.
334732	旅行社的利润猛涨。	Travel agencies' profits soared.
334734	就像你们知道的那样，毅力是成功的关键。	Perseverance, as you know, is the key to success.
334742	地球的外形和橙子相似。	The globe is similar in shape to an orange.
334763	他狼吞虎咽地吃了一顿。	He devoured his meal.
334771	我厌烦了他的长篇大论。	I got bored with his long talk.
334772	领主对他的臣民有绝对权力。	The lord held absolute power over his subjects.
334788	我从英国订了好几本书。	I ordered several books from England.
334789	演出什么时候开始？	What time does the play begin?
334791	美国的自然资源很丰富。	The United States is abundant in natural resources.
334833	我能看一眼那本杂志吗？	Can I have a look at the magazine?
334835	他们指责我没有信守诺言。	They accused me of having broken my promise.
334839	两个侦探跟着嫌疑人。	Two detectives followed the suspect.
334865	她对当下的流行很敏感。	She is sensitive to current fashions.
334888	你的行为完全合法。	Your conduct is perfectly legal.
334903	年轻的时候你应该开拓你的思想。	You should enrich your mind when young.
334912	得了！你弄得她不自在了！	Stop it! You're making her feel uncomfortable!
334913	忍耐是有限度的。	Patience has its limits.
334923	你怎么在太空里找到食物？	How do you find food in outer space?
334925	我在想你今天会不会来。	I was wondering if you were going to show up today.
334929	你喜欢什么风格的音乐？	What kind of music do you like?
334980	他看上去是个十足的绅士。	He looks every inch a gentleman.
334983	这个学校的学生很友好。	The students of this school are kind.
334993	每隔四年，奥运会举行一次。	The Olympic Games take place at intervals of four years.
334994	奥林匹克的起源是什么？	What are the origins of the Olympics?
334997	油是从橄榄中提炼出来的。	Oil is extracted from olives.
335007	请来两杯茶和一杯咖啡。	Please can we have two teas and one coffee.
335023	伦敦有很多漂亮的公园。	There are many beautiful parks in London.
335027	我妈妈英语说得不太好。	My mom doesn't speak English very well.
335037	你觉得我之前在做什么？	What do you think I've been doing?
335046	我做得好到不能再好了。	I can't do any better.
335055	我生平难得做了一件好事...却是没用的。	For once in my life I'm doing a good deed... And it is useless.
335080	他是个很安静的人，头顶有点秃。	He's a quiet man, a little bald on top.
335103	您能教我下国际象棋吗？	Can you teach me to play chess?
335107	他终于完成了他的目标。	In the end he achieved his objective.
335125	不要对批评太敏感了。	Don't be too sensitive to criticism.
335127	他说的话根本毫无意义。	The things he says are not the least bit important.
335130	火车什么时候到横滨？	What time does this train reach Yokohama?
335140	你是中国人还是日本人？	Are you Chinese or Japanese?
335170	这些焰火真壮观！	These fireworks are spectacular!
335171	去年夏天，我们在桥上看焰火看得很过瘾。	We enjoyed watching the fireworks on a bridge last summer.
335256	这很可能意味着战争。	In all likelihood, this means war.
335259	战争不会使任何人幸福。	War doesn't make anybody happy.
335267	她在夜校上自卫术课程。	She took night classes in the art of self-defense.
335271	猫在黑暗中都是灰色的。	All cats are grey in the dark.
335272	尽管很忙，她还是来送我了。	Though very busy, she came to see me off.
335275	你做任何事都要尽全力。	Do your best in anything you do.
335277	这对夫妇生了个儿子。	The couple had a son.
335279	我看见那儿有个很美的瀑布。	I saw a wonderful fall there.
335308	我能借用你的剪刀吗？	Can I borrow your scissors?
335318	她听到那个消息后惊呆了。	She was amazed to hear the news.
335324	互联网是一种无法估量的信息资源。	The Internet is an invaluable source of information.
335326	我在想我今天该干什么。	I wonder what I should do today.
335328	他为我做了详细说明。	He explained it to me in detail.
335345	今晚我们有充分的时间。	We have plenty of time tonight.
335359	无论怎样，都很讨厌，不是吗？	In any case, it's troublesome, isn't it?
335361	事故由一个简单的错误产生。	The accident arose from a simple mistake.
335367	很少学生知道他的名字。	Few students knew his name.
335382	他们的婚礼将在明天举行。	Their wedding will be tomorrow.
335384	父亲绝不会赞成我结婚。	Father will never approve of my marriage.
335422	你怎么敢这样跟我说话！	How dare you speak to me like that!
335485	犯人趁着夜晚逃走了。	The prisoner escaped under cover of night.
335491	我为什么一定要那么做？	Why do I have to do that?
335495	这个照相机是德国制造的。	This camera was made in Germany.
335508	他就是那样脱离危险的。	That is how he got out of danger.
335512	我希望您快就会好起来。	I hope you'll soon get well.
335519	你自己小心，玩得开心点！	Take care of yourself, and have a good time!
335528	这间房照不到很多阳光。	This room does not get much sun.
335537	我无法再忍受那噪音了。	I can't put up with that noise any longer.
335611	这个梯子是否足够坚固以承受我的重量？	Is this ladder strong enough to bear my weight?
335619	这些问题对我们毫无效果。	These issues have no effect on us.
335626	由于天气变差，出发延迟了。	With the weather getting worse, the departure was put off.
335713	别指望别人来为你考虑！	Don't expect others to think for you!
335822	法律有很多不明确的地方。	The law is full of ambiguities.
335838	我会战斗到最后一口气。	I will fight to the last breath.
335855	这条裙子你穿着很合身。	The dress fits you very well.
335857	他们进攻了敌人。	They attacked the enemy.
335859	第一次攻击错过了目标。	The first attack missed the target.
335861	敌人对我们发起了攻击。	The enemy launched an attack on us.
335870	耐心有时候是最有效的武器。	Patience is sometimes the most effective weapon.
335874	这些工具是用来造房子的。	These tools are used for building a house.
335879	我们被暴风雨袭击了。	We were caught in a storm.
335883	公司很快就要倒闭了。	The company's going to go bankrupt really soon.
335891	昨天我第一次打了网球。	I played tennis yesterday for the first time.
335938	他有能力比我做得更好。	He is able to do it better than I am.
336074	堤坝保护了城市免受洪灾。	The bank secured the city from a flood.
336076	他经济上依靠他的太太。	He relies on his wife financially.
336086	我新家的客厅很宽敞。	The living room in my new house is very large.
336092	他学英语，但他也学德语。	He studies English, but he's also studying German.
336093	狗不安地看着他的主人。	The dog nervously looks at the master.
336106	我天黑之前到达了村庄。	I arrived at the village before dark.
336109	我没有抓到他演讲的重点。	I didn't get the point of his speech.
336113	我想知道天会不会变晴。	I wonder if it will be sunny outside.
336188	据说这个区域埋着财宝。	It is said that treasure is buried in this area.
336191	说法语对他来说很自然。	It comes natural to him to speak French.
336246	万一有紧急情况，联系我的代理人。	In case of an emergency, get in touch with my agent.
336251	很不幸，我没来得及听他的演讲。	Unfortunately I was not in time for his speech.
336275	他是个城市规划的专家。	He is an expert in the area of city planning.
336424	我们老师确实很讲究礼节，不是吗？	Our teacher really stands on ceremony, doesn't she?
336433	判决对政府不利。	The judgement went against the government.
336435	她热泪盈眶。	Tears filled her eyes.
336451	他有点活泼。	He is rather an active person.
336463	您怎么让屋子暖起来？	How do you heat the house?
336466	那个责任对他是个负担。	That responsibility is a burden to him.
336480	这蛋糕吃起来不同一般。	The cake tastes divine!
336500	谣言最后被证明是假的。	The rumor turned out to be false.
336581	这是建立在猜测的基础上。	It is founded on supposition.
336591	你知道怎么操作电脑吗？	Do you know how to operate a computer?
336602	这正是问题的关键。	That's the point.
336623	体育场挤满了棒球迷。	The stadium was flooded with baseball fans.
336626	除了英语，他还会说法语。	In addition to English, he can speak French.
336634	你不和我一起喝点茶吗？	Won't you have some tea with me?
336650	自从他离开去法国，已经有两个月了。	Two months have passed since he left for France.
336661	她对自己的才能很自豪。	She is very proud of her talent.
336678	你必需马上去那儿。	It is necessary for you to go there immediately.
336680	这可能是真的，可能不是。	It may or may not be true.
336684	这些数字总数不符。	These figures don't add up.
336696	有些人只追求快乐。	Some people pursue only pleasure.
336699	我的字典里没有这个词。	The word is not in my dictionary.
336718	你该上床了。把收音机关了。	It is time you went to bed. Turn off the radio.
336722	恶魔摧毁了广岛和长崎。	The devil destroyed Hiroshima and Nagasaki.
336728	我说服他放弃了这个主意。	I talked him out of the idea.
336852	这种杂志对年轻人有害。	This kind of magazine can do harm to young people.
336853	我的演讲稿就是依据这个理论写的。	This is the ideology to which my speech is written.
336854	你认为你会到哪儿度假？	Where do you suppose you'll spend your vacation?
336856	我们必须始终为灾害做好准备。	We must always be prepared for disasters.
336862	那个溺水的男人抓紧了绳子。	The drowning man grasped at the rope.
336863	塑料代替了许多传统的原料。	Plastics have taken the place of many conventional materials.
336888	宝宝还不会使用勺子。	The baby cannot use a spoon yet.
336892	我相信你很快就能复原。	I believe you'll get over it soon.
336903	她进了她的房间换裙子。	She went into her room to change her dress.
336910	她流泪看着信。	She wept reading the letter.
336926	公开表示你对某人的爱。	Publicly express your love for someone.
336937	你的言行必须一致。	Your words must correspond with your actions.
336953	大雨使河水泛滥。	The rivers were flooded by the heavy rain.
336957	这些书架上没有很多书。	There are not many books on these shelves.
